ncaa_name,espn_name,primary_color,secondary_color,tertiary_color,color_4,color_5,color_6,logo_url,color_3,conference,ID
A&M-Corpus Christi,Texas A&M-CC,#0067C5,#007F3E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Texas_A%26M%E2%80%93Corpus_Christi_Islanders_logo.svg/260px-Texas_A%26M%E2%80%93Corpus_Christi_Islanders_logo.svg.png,NA,Southland,1394
Abilene Christian,Abil Christian,#461D7C,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/6c/Abilene_Christian_Wildcats_logo.svg/320px-Abilene_Christian_Wildcats_logo.svg.png,NA,WAC,1101
Air Force,Air Force,#003087,#8A8D8F,#B1B3B3,#FFC72C,#000000,NA,https://upload.wikimedia.org/wikipedia/commons/d/dc/Air_Force_Falcons_logo.svg,NA,MWC,1102
Akron,Akron,#041E42,#A89968,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Akron_Zips_logo.svg/200px-Akron_Zips_logo.svg.png,NA,MAC,1103
Alabama,Alabama,#9E1B32,#828A8F,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Alabama_Crimson_Tide_logo.svg/200px-Alabama_Crimson_Tide_logo.svg.png,NA,SEC,1104
Alabama A&M,Alabama A&M,#660000,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Alabama_A%26M_Bulldogs_logo.svg/201px-Alabama_A%26M_Bulldogs_logo.svg.png,NA,SWAC,1105
Alabama St.,Alabama State,#C99700,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Alabama_State_Hornets_logo.svg/320px-Alabama_State_Hornets_logo.svg.png,NA,SWAC,1106
Albany (NY),Albany,#461660,#EEB211,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Albany_Great_Danes_logo.svg/200px-Albany_Great_Danes_logo.svg.png,NA,Am. East,1107
Alcorn,Alcorn State,#46166A,#E9A713,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/82/Alcorn_State_athletics_logo.svg/280px-Alcorn_State_athletics_logo.svg.png,NA,SWAC,1108
American,American,#C4122E,#005099,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/American_Eagles_logo.svg/240px-American_Eagles_logo.svg.png,NA,Patriot,1110
Appalachian St.,Appalachian St,#222222,#FFCC00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Appalachian_State_Mountaineers_logo.svg/200px-Appalachian_State_Mountaineers_logo.svg.png,NA,Sunbelt,1111
Arizona,Arizona,#CC0033,#003366,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Arizona_Wildcats_logo.svg/200px-Arizona_Wildcats_logo.svg.png,NA,Pac 12,1112
Arizona St.,Arizona State,#8C1D40,#FFC627,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/0a/Arizona_State_Sun_Devils_logo.svg/245px-Arizona_State_Sun_Devils_logo.svg.png,NA,Pac 12,1113
Ark.-Pine Bluff,AR-Pine Bluff,#000000,#EEB310,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg/290px-Arkansas%E2%80%93Pine_Bluff_Golden_Lions_logo.svg.png,NA,SWAC,1115
Arkansas,Arkansas,#9D2235,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Arkansas_Razorbacks_logo.svg/200px-Arkansas_Razorbacks_logo.svg.png,NA,SEC,1116
Arkansas St.,Arkansas State,#CC092F,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Arkansas_State_Red_Wolves_wordmark.svg/200px-Arkansas_State_Red_Wolves_wordmark.svg.png,NA,Sunbelt,1117
Army West Point,Army,#D4BF91,#000000,#B2B4B3,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Army_West_Point_logo.svg/206px-Army_West_Point_logo.svg.png,NA,Patriot,1119
Auburn,Auburn,#0C2340,#E87722,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Auburn_Tigers_logo.svg/200px-Auburn_Tigers_logo.svg.png,NA,SEC,1120
Austin Peay,Austin Peay,#BA0C2F,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Austin_Peay_Governors_logo.svg/262px-Austin_Peay_Governors_logo.svg.png,NA,OVC,1122
Ball St.,Ball State,#BA0C2F,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Ball_State_Cardinals_logo.svg/170px-Ball_State_Cardinals_logo.svg.png,NA,MAC,1123
Baylor,Baylor,#003015,#FECB00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/2018_Baylor_Athletics_Logo.png/208px-2018_Baylor_Athletics_Logo.png,NA,Big 12,1124
Bellarmine,Bellarmine,#752936,#4d4d4d,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/4/4e/Bellarmine_Knights_logo.svg,#c8c8c8,A-Sun,1468
Belmont,Belmont,#002469,#C9262D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d6/Belmont_Bruins_logo.svg/251px-Belmont_Bruins_logo.svg.png,NA,OVC,1125
Bethune-Cookman,Bethune-Cookman,#6F263D,#F2A900,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Bethune%E2%80%93Cookman_Wildcats_logo.svg/230px-Bethune%E2%80%93Cookman_Wildcats_logo.svg.png,NA,SWAC,1126
Binghamton,Binghamton,#005A43,#169B62,#BF0D3E,#B1B3B3,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Binghamton_Bearcats_logo.svg/320px-Binghamton_Bearcats_logo.svg.png,NA,Am. East,1127
Boise St.,Boise State,#D64309,#0033A0,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Boise_State_Broncos_logo.svg/291px-Boise_State_Broncos_logo.svg.png,NA,MWC,1129
Boston College,Boston College,#98002E,#BC9B6A,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Boston_College_Eagles_logo.svg/264px-Boston_College_Eagles_logo.svg.png,NA,ACC,1130
Boston U.,Boston U,#CC0000,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Boston_University_Terriers_logo.svg/262px-Boston_University_Terriers_logo.svg.png,NA,Patriot,1131
Bowling Green,Bowling Green,#FE5000,#4F2C1D,#CDA077,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Bowling_Green_Falcons_logo.svg/257px-Bowling_Green_Falcons_logo.svg.png,NA,MAC,1132
Bradley,Bradley,#A50000,#999999,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Bradley_Braves_logo.svg/200px-Bradley_Braves_logo.svg.png,NA,MVC,1133
Brown,Brown,#4E3629,#FFFFFF,#7C2529,#E4002B,#000000,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Brown_Bears_logo.svg/220px-Brown_Bears_logo.svg.png,NA,Ivy,1135
Bryant,Bryant,#231F20,#B09863,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Bryant_Bulldogs_logo.svg/296px-Bryant_Bulldogs_logo.svg.png,NA,NEC,1136
Bucknell,Bucknell,#EF5B0C,#003865,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Bucknell_Bison_logo.svg/286px-Bucknell_Bison_logo.svg.png,NA,Patriot,1137
Buffalo,Buffalo,#005BBB,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Buffalo_Bulls_logo.svg/320px-Buffalo_Bulls_logo.svg.png,NA,MAC,1138
Butler,Butler,#13294B,#747678,#D1E0D7,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Butler_Bulldogs_logo.svg/245px-Butler_Bulldogs_logo.svg.png,NA,Big East,1139
BYU,BYU,#002255,#C5AF7D,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/BYU_Cougars_logo.svg/320px-BYU_Cougars_logo.svg.png,NA,WCC,1140
Cal Poly,Cal Poly,#003831,#FFE395,#B38F4F,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/0/0e/Cal_Poly_Mustangs_logo.svg/320px-Cal_Poly_Mustangs_logo.svg.png,NA,Big West,1142
Cal St. Fullerton,CSU Fullerton,#00274C,#DC8218,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Cal_State_Fullerton_Titans_logo.svg/200px-Cal_State_Fullerton_Titans_logo.svg.png,NA,Big West,1168
California,Cal,#003262,#FDB515,#3B7EA1,#C4820E,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/California_Golden_Bears_logo.svg/200px-California_Golden_Bears_logo.svg.png,NA,Pac 12,1143
California Baptist,Cal Baptist,#002554,#A37400,#AC451E,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a2/California_Baptist_Lancers_logo.svg/320px-California_Baptist_Lancers_logo.svg.png,NA,WAC,1465
Campbell,Campbell,#E87722,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/Campbell_Fighting_Camels_logo.svg/320px-Campbell_Fighting_Camels_logo.svg.png,NA,Big South,1144
Canisius,Canisius,#0C2340,#FFBA00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/dd/Canisius_Golden_Griffins.svg/216px-Canisius_Golden_Griffins.svg.png,NA,MAAC,1145
Central Ark.,Cent Arkansas,#4F2D7F,#818A8F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Central_Arkansas_Athletics_logo.svg/293px-Central_Arkansas_Athletics_logo.svg.png,NA,A-Sun,1146
Central Conn. St.,Cent Conn St,#1A4784,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Central_Connecticut_Blue_Devils_logo.svg/264px-Central_Connecticut_Blue_Devils_logo.svg.png,NA,NEC,1148
Central Mich.,Cent Michigan,#6A0032,#FFC82E,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Central_Michigan_Chippewas_logo.svg/200px-Central_Michigan_Chippewas_logo.svg.png,NA,MAC,1141
Charleston So.,Charleston So,#002855,#A89968,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Charleston_Southern_Buccaneers_logo.svg/273px-Charleston_Southern_Buccaneers_logo.svg.png,NA,Big South,1149
Charlotte,Charlotte,#046A38,#B9975B,#27251F,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/3/33/Charlotte_49ers_logo.svg,NA,C-USA,1150
Chattanooga,Chattanooga,#00386B,#E0AA0F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Chattanooga_Mocs_logo.svg/272px-Chattanooga_Mocs_logo.svg.png,NA,Southern,1151
Chicago St.,Chicago State,#006666,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b2/Chicago_State_Cougars_logo.svg/246px-Chicago_State_Cougars_logo.svg.png,NA,WAC,1152
Cincinnati,Cincinnati,#E00122,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/2/2c/Cincinnati_Bearcats_logo.svg,NA,AAC,1153
Clemson,Clemson,#F56600,#522D80,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Clemson_Tigers_logo.svg/251px-Clemson_Tigers_logo.svg.png,NA,ACC,1155
Cleveland St.,Cleveland State,#006747,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/Cleveland_State_Vikings_logo.svg/311px-Cleveland_State_Vikings_logo.svg.png,NA,Horizon,1156
Coastal Carolina,C. Carolina,#006F71,#A27752,#111111,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Coastal_Carolina_Chanticleers_logo.svg/214px-Coastal_Carolina_Chanticleers_logo.svg.png,NA,Sunbelt,1157
Col. of Charleston,Charleston,#76232F,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/College_of_Charleston_Cougars_logo.svg/206px-College_of_Charleston_Cougars_logo.svg.png,NA,CAA,1158
Colgate,Colgate,#862633,#C8C7C7,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Colgate_Raiders_logo.svg/189px-Colgate_Raiders_logo.svg.png,NA,Patriot,1159
Colorado,Colorado,#CFB87C,#000000,#565A5C,#A2A4A3,#4B92DB,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d3/Colorado_Buffaloes_logo.svg/320px-Colorado_Buffaloes_logo.svg.png,NA,Pac 12,1160
Colorado St.,Colorado State,#1E4D2B,#C8C372,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Colorado_State_Rams_logo.svg/240px-Colorado_State_Rams_logo.svg.png,NA,MWC,1161
Columbia,Columbia,#9BCBEB,#003865,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/5f/Columbia_Lions_logo.svg/206px-Columbia_Lions_logo.svg.png,NA,Ivy,1162
Coppin St.,Coppin State,#003056,#FFC915,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Coppin_State_Eagles_logo.svg/320px-Coppin_State_Eagles_logo.svg.png,NA,MEAC,1164
Cornell,Cornell,#B31B1B,#5E3920,#89572E,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Cornell_Big_Red_logo.svg/231px-Cornell_Big_Red_logo.svg.png,NA,Ivy,1165
Creighton,Creighton,#005CA9,#00235D,#6CADDE,#828282,#C8C8C8,#8A8D8F,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/Creighton_Bluejays_logo.svg/238px-Creighton_Bluejays_logo.svg.png,NA,Big East,1166
CSU Bakersfield,CSU Bakersfield,#005DAA,#FFD200,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Cal_State_Bakersfield_Roadrunners_logo.svg/320px-Cal_State_Bakersfield_Roadrunners_logo.svg.png,NA,Big West,1167
CSUN,CSU Northridge,#CE1126,#D1CEC6,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/CSUN_Matadors_logo.svg/188px-CSUN_Matadors_logo.svg.png,NA,Big West,1169
Dartmouth,Dartmouth,#046A38,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Dartmouth_College_Big_Green_logo.svg/189px-Dartmouth_College_Big_Green_logo.svg.png,NA,Ivy,1171
Davidson,Davidson,#AC1A2F,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Davidson_Wildcats_logo.svg/240px-Davidson_Wildcats_logo.svg.png,NA,A-10,1172
Dayton,Dayton,#CE1141,#004B8D,#F80228,#0200D1,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Dayton_Flyers_logo.svg/320px-Dayton_Flyers_logo.svg.png,NA,A-10,1173
Delaware,Delaware,#00539F,#FFD200,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Delaware_Fightin%27_Blue_Hens_logo.svg/320px-Delaware_Fightin%27_Blue_Hens_logo.svg.png,NA,CAA,1174
Delaware St.,Delaware State,#EE3124,#0099CC,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/db/Delaware_State_Hornets_logo.svg/316px-Delaware_State_Hornets_logo.svg.png,NA,MEAC,1175
Denver,Denver,#8B2332,#8B6F4B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Denver_Pioneers_logo.svg/320px-Denver_Pioneers_logo.svg.png,NA,Summit,1176
DePaul,DePaul,#005EB8,#E4002B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/1/1f/DePaul_Blue_Demons_Logo.png,NA,Big East,1177
Detroit Mercy,Detroit Mercy,#A6093D,#002D72,#D7D2CB,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Detroit_Titans_logo.svg/320px-Detroit_Titans_logo.svg.png,NA,Horizon,1178
Dixie St.,Dixie State,#BA1C21,#ADA1A2,#NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/6/6c/Dixie_State_Trailblazers_logo.svg,881518,WAC,1469
Drake,Drake,#004477,#999999,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Drake_Bulldogs_%22D%22_logo.svg/261px-Drake_Bulldogs_%22D%22_logo.svg.png,NA,MVC,1179
Drexel,Drexel,#07294D,#FFC600,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Drexel_Dragons_logo.svg/308px-Drexel_Dragons_logo.svg.png,NA,CAA,1180
Duke,Duke,#001A57,#FFFFFF,#003366,#0736A4,#235F9C,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Duke_Athletics_logo.svg/200px-Duke_Athletics_logo.svg.png,NA,ACC,1181
Duquesne,Duquesne,#041E42,#BA0C2F,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Duquesne_Dukes.svg/115px-Duquesne_Dukes.svg.png,NA,A-10,1182
East Carolina,ECU,#592A8A,#FDC82F,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/East_Carolina_Pirates_logo.svg/226px-East_Carolina_Pirates_logo.svg.png,NA,AAC,1187
Eastern Ill.,E Illinois,#003399,#B2B2B2,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Eastern_Illinois_Panthers_logo.svg/280px-Eastern_Illinois_Panthers_logo.svg.png,NA,OVC,1183
Eastern Ky.,E Kentucky,#4C151E,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Eastern_Kentucky_Colonels_logo.svg/320px-Eastern_Kentucky_Colonels_logo.svg.png,NA,A-Sun,1184
Eastern Mich.,E Michigan,#006633,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Eastern_Michigan_Eagles_logo.svg/211px-Eastern_Michigan_Eagles_logo.svg.png,NA,MAC,1185
Eastern Wash.,E Washington,#A10022,#FFFFFF,#6D6E71,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/80/Eastern_Washington_Eagles_logo.svg/257px-Eastern_Washington_Eagles_logo.svg.png,NA,Big Sky,1186
Elon,Elon,#73000A,#B59A57,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/Elon_Phoenix_logo.svg/310px-Elon_Phoenix_logo.svg.png,NA,CAA,1189
ETSU,ETSU,#041E42,#FFC72C,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/East_Tennessee_State_Buccaneers_logo.svg/241px-East_Tennessee_State_Buccaneers_logo.svg.png,NA,Southern,1190
Evansville,Evansville,#52237F,#F36F21,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Evansville_Purple_Aces_logo.svg/320px-Evansville_Purple_Aces_logo.svg.png,NA,MVC,1191
Fairfield,Fairfield,#C8102E,#A2AAAD,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Fairfield_Stags_logo.svg/272px-Fairfield_Stags_logo.svg.png,NA,MAAC,1193
Fairleigh Dickinson,Fair Dickinson,#A32638,#003F87,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/FDU_Knights_logo.svg/176px-FDU_Knights_logo.svg.png,NA,NEC,1192
FGCU,FGCU,#002D72,#007749,#B9975B,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/9/95/Florida_Gulf_Coast_Eagles_logo.svg/320px-Florida_Gulf_Coast_Eagles_logo.svg.png,NA,A-Sun,1195
FIU,FIU,#081E3F,#B6862C,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/FIU_Panthers_logo.svg/185px-FIU_Panthers_logo.svg.png,NA,C-USA,1198
Fla. Atlantic,FAU,#003366,#CC0000,#8A8D8F,#CCCCCC,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Florida_Atlantic_Owls_logo.svg/320px-Florida_Atlantic_Owls_logo.svg.png,NA,C-USA,1194
Florida,Florida,#0021A5,#FA4616,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Florida_Gators_gator_logo.svg/320px-Florida_Gators_gator_logo.svg.png,NA,SEC,1196
Florida A&M,Florida A&M,#F4811F,#008344,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/7/78/FAMU_Rattler.png,NA,SWAC,1197
Florida St.,Florida State,#782F40,#CEB888,#FFFFFF,#000000,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/d/d5/Florida_State_Seminoles_logo.svg/235px-Florida_State_Seminoles_logo.svg.png,NA,ACC,1199
Fordham,Fordham,#860038,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Fordham_Rams_logo.svg/268px-Fordham_Rams_logo.svg.png,NA,A-10,1200
Fresno St.,Fresno State,#DB0032,#002E6D,#007934,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Fresno_State_Bulldogs_logo.svg/320px-Fresno_State_Bulldogs_logo.svg.png,NA,MWC,1201
Furman,Furman,#582C83,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Furman_Paladins_logo.svg/245px-Furman_Paladins_logo.svg.png,NA,Southern,1202
Ga. Southern,Ga Southern,#011E41,#A3AAAE,#87714D,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Georgia_Southern_Eagles_logo.svg/320px-Georgia_Southern_Eagles_logo.svg.png,NA,Sunbelt,1204
Gardner-Webb,Gardner-Webb,#A6192E,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/c/ce/Gardner-Webb_Runnin%27_Bulldogs_logo.svg/320px-Gardner-Webb_Runnin%27_Bulldogs_logo.svg.png,NA,Big South,1205
George Mason,George Mason,#006633,#FFCC33,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/George_Mason_Patriots_logo.svg/287px-George_Mason_Patriots_logo.svg.png,NA,A-10,1206
George Washington,G Washington,#E2CB92,#002654,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/George_Washington_Colonials_logo.svg/320px-George_Washington_Colonials_logo.svg.png,NA,A-10,1203
Georgetown,Georgetown,#041E42,#8D817B,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Georgetown_Hoyas_logo.svg/239px-Georgetown_Hoyas_logo.svg.png,NA,Big East,1207
Georgia,Georgia,#BA0C2F,#000000,#FFFFFF,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Georgia_Athletics_logo.svg/320px-Georgia_Athletics_logo.svg.png,NA,SEC,1208
Georgia St.,Georgia State,#0039A6,#C60C30,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Georgia_State_Athletics_logo.svg/292px-Georgia_State_Athletics_logo.svg.png,NA,Sunbelt,1209
Georgia Tech,Georgia Tech,#B3A369,#003057,#A28D5B,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Georgia_Tech_Yellow_Jackets_logo.svg/320px-Georgia_Tech_Yellow_Jackets_logo.svg.png,NA,ACC,1210
Gonzaga,Gonzaga,#041E42,#C8102E,#C1C6C8,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Gonzaga_Bulldogs_logo.svg/301px-Gonzaga_Bulldogs_logo.svg.png,NA,WCC,1211
Grambling,Grambling,#000000,#ECAA00,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Grambling_State_Tigers_logo.svg/320px-Grambling_State_Tigers_logo.svg.png,NA,SWAC,1212
Grand Canyon,Grand Canyon,#522398,#000000,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Grand_Canyon_Antelopes_logo.svg/320px-Grand_Canyon_Antelopes_logo.svg.png,NA,WAC,1213
Green Bay,Green Bay,#006747,#9D2235,#8A8D8F,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Green_Bay_Phoenix_logo.svg/308px-Green_Bay_Phoenix_logo.svg.png,NA,Horizon,1453
Hampton,Hampton,#265198,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Hampton_Pirates_logo.svg/218px-Hampton_Pirates_logo.svg.png,NA,Big South,1214
Hartford,Hartford,#C02427,#0F0708,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Hartford_Hawks_logo.svg/259px-Hartford_Hawks_logo.svg.png,NA,Am. East,1216
Harvard,Harvard,#A41034,#000000,#808285,#B6B6B6,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Harvard_Crimson_logo.svg/203px-Harvard_Crimson_logo.svg.png,NA,Ivy,1217
Hawaii,Hawai'i,#024731,#C8C8C8,#000000,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Hawaii_Warriors_logo.svg/318px-Hawaii_Warriors_logo.svg.png,NA,Big West,1218
High Point,High Point,#330072,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/High_Point_Panthers_logo.svg/320px-High_Point_Panthers_logo.svg.png,NA,Big South,1219
Hofstra,Hofstra,#FDC82F,#003591,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Hofstra_Pride_logo.svg/320px-Hofstra_Pride_logo.svg.png,NA,CAA,1220
Holy Cross,Holy Cross,#602D89,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Holy_Cross_Crusaders_logo.svg/204px-Holy_Cross_Crusaders_logo.svg.png,NA,Patriot,1221
Houston,Houston,#C8102E,#76232F,#B2B4B2,NA,NA,NA,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Houston_Cougars_primary_logo.svg/252px-Houston_Cougars_primary_logo.svg.png,NA,AAC,1222
Houston Baptist,Houston Baptist,#00529C,#F85512,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b8/Houston_Baptist_Huskies_logo.svg/227px-Houston_Baptist_Huskies_logo.svg.png,NA,Southland,1223
Howard,Howard,#003A63,#FFFFFF,NA,NA,NA,NA,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Howard_Bison_logo.svg/186px-Howard_Bison_logo.svg.png,NA,MEAC,1224
